article_id,title,source,bias_rating,text,generated_question,frame_type,framed_question
2052,Elizabeth Warren Gets Leadership Spot,Politico,left,"Senate Democrats are enlisting progressive firebrand Elizabeth Warren to be a member of their leadership team, likely to serve as a liaison to liberal groups.
Harry Reid, the incoming Senate minority leader, is engaged in private talks with the Massachusetts freshman to create a special leadership post for the former Harvard professor, according to several people familiar with the matter.
Story Continued Below
The expected title will be strategic policy adviser to the Democratic Policy and Communications Committee, according to a source familiar with the talks.",What position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?,neutral,What position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?
2052,Elizabeth Warren Gets Leadership Spot,Politico,left,"Senate Democrats are enlisting progressive firebrand Elizabeth Warren to be a member of their leadership team, likely to serve as a liaison to liberal groups.
Harry Reid, the incoming Senate minority leader, is engaged in private talks with the Massachusetts freshman to create a special leadership post for the former Harvard professor, according to several people familiar with the matter.
Story Continued Below
The expected title will be strategic policy adviser to the Democratic Policy and Communications Committee, according to a source familiar with the talks.",What position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?,positive,"Following a notable and well-regarded development, what position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?"
2052,Elizabeth Warren Gets Leadership Spot,Politico,left,"Senate Democrats are enlisting progressive firebrand Elizabeth Warren to be a member of their leadership team, likely to serve as a liaison to liberal groups.
Harry Reid, the incoming Senate minority leader, is engaged in private talks with the Massachusetts freshman to create a special leadership post for the former Harvard professor, according to several people familiar with the matter.
Story Continued Below
The expected title will be strategic policy adviser to the Democratic Policy and Communications Committee, according to a source familiar with the talks.",What position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?,negative,"Despite ongoing controversy surrounding this story, what position is Elizabeth Warren likely to hold in the Senate Democratic leadership team?"
2053,Perspectives: The 2020 Vice Presidential Debate,Politico,left,"At one point during Wednesday night's vice presidential debate, Mike Pence answered a question about abortion laws in Indiana by discussing Qasem Soleimani. Kamala Harris responded to a question about whether she and Joe Biden would expand the Supreme Court by invoking Abe Lincoln.
Let's say this at the outset: This was a boring, unfocused debate between two well-prepared and polished candidates who had little interest in answering the questions posed to them — and were under virtually no pressure from the moderator to do so.
In other words, it...",What topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?,neutral,What topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?
2053,Perspectives: The 2020 Vice Presidential Debate,Politico,left,"At one point during Wednesday night's vice presidential debate, Mike Pence answered a question about abortion laws in Indiana by discussing Qasem Soleimani. Kamala Harris responded to a question about whether she and Joe Biden would expand the Supreme Court by invoking Abe Lincoln.
Let's say this at the outset: This was a boring, unfocused debate between two well-prepared and polished candidates who had little interest in answering the questions posed to them — and were under virtually no pressure from the moderator to do so.
In other words, it...",What topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?,positive,"Following a notable and well-regarded development, what topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?"
2053,Perspectives: The 2020 Vice Presidential Debate,Politico,left,"At one point during Wednesday night's vice presidential debate, Mike Pence answered a question about abortion laws in Indiana by discussing Qasem Soleimani. Kamala Harris responded to a question about whether she and Joe Biden would expand the Supreme Court by invoking Abe Lincoln.
Let's say this at the outset: This was a boring, unfocused debate between two well-prepared and polished candidates who had little interest in answering the questions posed to them — and were under virtually no pressure from the moderator to do so.
In other words, it...",What topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?,negative,"Despite ongoing controversy surrounding this story, what topics did Mike Pence and Kamala Harris discuss during the vice presidential debate?"
2054,Cruz Surges Forward,Vox,left,"For the first time in nearly a month, Donald Trump looks mortal again.
Four states held Republican primaries or caucuses on Saturday, but the GOP frontrunner came away with just two wins that were both quite narrow, in Louisiana and Kentucky. He lost the Maine caucuses — his first defeat in the Northeast — and got blown out in Kansas.",What were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?,neutral,What were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?
2054,Cruz Surges Forward,Vox,left,"For the first time in nearly a month, Donald Trump looks mortal again.
Four states held Republican primaries or caucuses on Saturday, but the GOP frontrunner came away with just two wins that were both quite narrow, in Louisiana and Kentucky. He lost the Maine caucuses — his first defeat in the Northeast — and got blown out in Kansas.",What were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?,positive,"Following a notable and well-regarded development, what were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?"
2054,Cruz Surges Forward,Vox,left,"For the first time in nearly a month, Donald Trump looks mortal again.
Four states held Republican primaries or caucuses on Saturday, but the GOP frontrunner came away with just two wins that were both quite narrow, in Louisiana and Kentucky. He lost the Maine caucuses — his first defeat in the Northeast — and got blown out in Kansas.",What were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?,negative,"Despite ongoing controversy surrounding this story, what were the results of the Republican primaries or caucuses held on Saturday for Donald Trump?"
2055,Two Associates Of Rudy Giuliani Are Arrested For Campaign Finance Violations,Washington Post,left,"Two business associates of President Trump’s personal lawyer Rudolph W. Giuliani were arrested and are in custody Thursday, a spokesman for the U.S. attorney’s office in Manhattan said.
The two men, who helped Giuliani investigate former vice president Joe Biden, were arrested Wednesday night in Virginia and charged with campaign finance violations, according to a person familiar with the charges. The person spoke on the condition of anonymity to discuss an ongoing investigation.
Lev Parnas and Igor Fruman have been under investigation by the U.S. Attorney’s office in Manhattan and...",What charges were Lev Parnas and Igor Fruman arrested for?,neutral,What charges were Lev Parnas and Igor Fruman arrested for?
2055,Two Associates Of Rudy Giuliani Are Arrested For Campaign Finance Violations,Washington Post,left,"Two business associates of President Trump’s personal lawyer Rudolph W. Giuliani were arrested and are in custody Thursday, a spokesman for the U.S. attorney’s office in Manhattan said.
The two men, who helped Giuliani investigate former vice president Joe Biden, were arrested Wednesday night in Virginia and charged with campaign finance violations, according to a person familiar with the charges. The person spoke on the condition of anonymity to discuss an ongoing investigation.
Lev Parnas and Igor Fruman have been under investigation by the U.S. Attorney’s office in Manhattan and...",What charges were Lev Parnas and Igor Fruman arrested for?,positive,"Following a notable and well-regarded development, what charges were Lev Parnas and Igor Fruman arrested for?"
2055,Two Associates Of Rudy Giuliani Are Arrested For Campaign Finance Violations,Washington Post,left,"Two business associates of President Trump’s personal lawyer Rudolph W. Giuliani were arrested and are in custody Thursday, a spokesman for the U.S. attorney’s office in Manhattan said.
The two men, who helped Giuliani investigate former vice president Joe Biden, were arrested Wednesday night in Virginia and charged with campaign finance violations, according to a person familiar with the charges. The person spoke on the condition of anonymity to discuss an ongoing investigation.
Lev Parnas and Igor Fruman have been under investigation by the U.S. Attorney’s office in Manhattan and...",What charges were Lev Parnas and Igor Fruman arrested for?,negative,"Despite ongoing controversy surrounding this story, what charges were Lev Parnas and Igor Fruman arrested for?"
2056,Post-Debate Analysis,HuffPost,left,"An aggressive President Barack Obama ripped into Mitt Romney's economic blueprint in a town hall style debate Tuesday night, accusing his rival of favoring only a ""one-point plan"" to help the rich at the expense of the middle class. The Republican protested the charge was way off the mark.",What accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?,neutral,What accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?
2056,Post-Debate Analysis,HuffPost,left,"An aggressive President Barack Obama ripped into Mitt Romney's economic blueprint in a town hall style debate Tuesday night, accusing his rival of favoring only a ""one-point plan"" to help the rich at the expense of the middle class. The Republican protested the charge was way off the mark.",What accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?,positive,"Following a notable and well-regarded development, what accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?"
2056,Post-Debate Analysis,HuffPost,left,"An aggressive President Barack Obama ripped into Mitt Romney's economic blueprint in a town hall style debate Tuesday night, accusing his rival of favoring only a ""one-point plan"" to help the rich at the expense of the middle class. The Republican protested the charge was way off the mark.",What accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?,negative,"Despite ongoing controversy surrounding this story, what accusation did President Barack Obama make against Mitt Romney's economic blueprint during the debate?"
2057,"NBC, DNC: Announces Debate Lineups",Associated Press,left,"WASHINGTON (AP) — The Latest on the Democrats’ first 2020 presidential debates later this month (all times local):
12:45 p.m.
NBC has announced how it will divvy up the 20 Democratic candidates for the first debate of the 2020 election campaign, which will be held over two nights in Miami later this month.
The lineup for the first two-hour session on June 26 features Elizabeth Warren, Cory Booker, Beto (BET’-oh) O’Rourke, Amy Klobuchar (KLOH’-buh-shar), Julián Castro, Bill de Blasio (dih BLAH’-zee-oh), John Delaney, Tulsi Gabbard, Tim Ryan and Jay Inslee.",Who are the candidates participating in the first two-hour session of the Democratic debate on June 26?,neutral,Who are the candidates participating in the first two-hour session of the Democratic debate on June 26?
2057,"NBC, DNC: Announces Debate Lineups",Associated Press,left,"WASHINGTON (AP) — The Latest on the Democrats’ first 2020 presidential debates later this month (all times local):
12:45 p.m.
NBC has announced how it will divvy up the 20 Democratic candidates for the first debate of the 2020 election campaign, which will be held over two nights in Miami later this month.
The lineup for the first two-hour session on June 26 features Elizabeth Warren, Cory Booker, Beto (BET’-oh) O’Rourke, Amy Klobuchar (KLOH’-buh-shar), Julián Castro, Bill de Blasio (dih BLAH’-zee-oh), John Delaney, Tulsi Gabbard, Tim Ryan and Jay Inslee.",Who are the candidates participating in the first two-hour session of the Democratic debate on June 26?,positive,"Following a notable and well-regarded development, who are the candidates participating in the first two-hour session of the Democratic debate on June 26?"
2057,"NBC, DNC: Announces Debate Lineups",Associated Press,left,"WASHINGTON (AP) — The Latest on the Democrats’ first 2020 presidential debates later this month (all times local):
12:45 p.m.
NBC has announced how it will divvy up the 20 Democratic candidates for the first debate of the 2020 election campaign, which will be held over two nights in Miami later this month.
The lineup for the first two-hour session on June 26 features Elizabeth Warren, Cory Booker, Beto (BET’-oh) O’Rourke, Amy Klobuchar (KLOH’-buh-shar), Julián Castro, Bill de Blasio (dih BLAH’-zee-oh), John Delaney, Tulsi Gabbard, Tim Ryan and Jay Inslee.",Who are the candidates participating in the first two-hour session of the Democratic debate on June 26?,negative,"Despite ongoing controversy surrounding this story, who are the candidates participating in the first two-hour session of the Democratic debate on June 26?"
2058,Clash in San Diego,HuffPost,left,"A Donald Trump rally in San Diego resulted in clashes Friday night between anti-Trump protesters, Trump supporters and police, leading to dozens of arrests.",What events occurred at a Donald Trump rally in San Diego on Friday night?,neutral,What events occurred at a Donald Trump rally in San Diego on Friday night?
2058,Clash in San Diego,HuffPost,left,"A Donald Trump rally in San Diego resulted in clashes Friday night between anti-Trump protesters, Trump supporters and police, leading to dozens of arrests.",What events occurred at a Donald Trump rally in San Diego on Friday night?,positive,"Following a notable and well-regarded development, what events occurred at a Donald Trump rally in San Diego on Friday night?"
2058,Clash in San Diego,HuffPost,left,"A Donald Trump rally in San Diego resulted in clashes Friday night between anti-Trump protesters, Trump supporters and police, leading to dozens of arrests.",What events occurred at a Donald Trump rally in San Diego on Friday night?,negative,"Despite ongoing controversy surrounding this story, what events occurred at a Donald Trump rally in San Diego on Friday night?"
2059,Cory Booker Unveils Gun Control Plan,CBS News (Online),left,"Democratic presidential candidate and New Jersey Sen. Cory Booker introduced a sweeping gun violence prevention plan. If elected, the campaign announced Monday that on day one of his presidency, Booker will use executive action to close gun sales loopholes and to make investments in communities affected by gun violence.
The plan, which is the most extensive gun violence prevention proposal put forth by a presidential candidate to date, prioritizes a gun licensing program whereby gun owners would be required to obtain a gun permit and pass an FBI background check....",What gun violence prevention measures did Cory Booker propose in his campaign announcement?,neutral,What gun violence prevention measures did Cory Booker propose in his campaign announcement?
2059,Cory Booker Unveils Gun Control Plan,CBS News (Online),left,"Democratic presidential candidate and New Jersey Sen. Cory Booker introduced a sweeping gun violence prevention plan. If elected, the campaign announced Monday that on day one of his presidency, Booker will use executive action to close gun sales loopholes and to make investments in communities affected by gun violence.
The plan, which is the most extensive gun violence prevention proposal put forth by a presidential candidate to date, prioritizes a gun licensing program whereby gun owners would be required to obtain a gun permit and pass an FBI background check....",What gun violence prevention measures did Cory Booker propose in his campaign announcement?,positive,"Following a notable and well-regarded development, what gun violence prevention measures did Cory Booker propose in his campaign announcement?"
2059,Cory Booker Unveils Gun Control Plan,CBS News (Online),left,"Democratic presidential candidate and New Jersey Sen. Cory Booker introduced a sweeping gun violence prevention plan. If elected, the campaign announced Monday that on day one of his presidency, Booker will use executive action to close gun sales loopholes and to make investments in communities affected by gun violence.
The plan, which is the most extensive gun violence prevention proposal put forth by a presidential candidate to date, prioritizes a gun licensing program whereby gun owners would be required to obtain a gun permit and pass an FBI background check....",What gun violence prevention measures did Cory Booker propose in his campaign announcement?,negative,"Despite ongoing controversy surrounding this story, what gun violence prevention measures did Cory Booker propose in his campaign announcement?"
2060,Will Obama Convince Sanders?,New York Times (News),left,"Attempting to make deals in Washington has not always fared well for President Obama. On Thursday, however, he will try to negotiate, however gently, with Bernie Sanders about the Vermont senator’s exiting the Democratic race without inflicting damage on efforts to unite the party.",What is President Obama attempting to negotiate with Bernie Sanders?,neutral,What is President Obama attempting to negotiate with Bernie Sanders?
2060,Will Obama Convince Sanders?,New York Times (News),left,"Attempting to make deals in Washington has not always fared well for President Obama. On Thursday, however, he will try to negotiate, however gently, with Bernie Sanders about the Vermont senator’s exiting the Democratic race without inflicting damage on efforts to unite the party.",What is President Obama attempting to negotiate with Bernie Sanders?,positive,"Following a notable and well-regarded development, what is President Obama attempting to negotiate with Bernie Sanders?"
2060,Will Obama Convince Sanders?,New York Times (News),left,"Attempting to make deals in Washington has not always fared well for President Obama. On Thursday, however, he will try to negotiate, however gently, with Bernie Sanders about the Vermont senator’s exiting the Democratic race without inflicting damage on efforts to unite the party.",What is President Obama attempting to negotiate with Bernie Sanders?,negative,"Despite ongoing controversy surrounding this story, what is President Obama attempting to negotiate with Bernie Sanders?"
2061,Will the Dems Be United on Syria,CNN (Online News),left,"Getting at least 60 U.S. senators to support a military authorization against Syria is ""a work in progress,"" Senate Majority Leader Harry Reid acknowledged Friday while expressing optimism he would be able to reach that goal.
""I think we're going to get to 60 votes. You know it's a work in progress,"" Reid told reporters as he stepped off the Senate floor after formally filing the measure and readying it for expected votes next week.",What did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?,neutral,What did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?
2061,Will the Dems Be United on Syria,CNN (Online News),left,"Getting at least 60 U.S. senators to support a military authorization against Syria is ""a work in progress,"" Senate Majority Leader Harry Reid acknowledged Friday while expressing optimism he would be able to reach that goal.
""I think we're going to get to 60 votes. You know it's a work in progress,"" Reid told reporters as he stepped off the Senate floor after formally filing the measure and readying it for expected votes next week.",What did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?,positive,"Following a notable and well-regarded development, what did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?"
2061,Will the Dems Be United on Syria,CNN (Online News),left,"Getting at least 60 U.S. senators to support a military authorization against Syria is ""a work in progress,"" Senate Majority Leader Harry Reid acknowledged Friday while expressing optimism he would be able to reach that goal.
""I think we're going to get to 60 votes. You know it's a work in progress,"" Reid told reporters as he stepped off the Senate floor after formally filing the measure and readying it for expected votes next week.",What did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?,negative,"Despite ongoing controversy surrounding this story, what did Senate Majority Leader Harry Reid say about the progress of obtaining support for military authorization against Syria?"
2062,GOP Candidate Beats Trump-Backed Opponent in Texas House Runoff,Politico,left,"Voters in North Texas delivered an upset Tuesday, picking GOP state Rep. Jake Ellzey to fill a vacant House seat over a candidate endorsed by former President Donald Trump.
Ellzey beat fellow Republican Susan Wright, the widow of former Rep. Ron Wright, 53 percent to 47 percent, when the Associated Press called the low-turnout, Republican-vs.-Republican runoff. Though Ellzey was better funded, Wright leaned heavily on her backing from the former president, who often plays kingmaker in Republican primaries.
Trump crashed into the race during the first round of voting in May,...",Who won the Republican runoff election for the vacant House seat in North Texas?,neutral,Who won the Republican runoff election for the vacant House seat in North Texas?
2062,GOP Candidate Beats Trump-Backed Opponent in Texas House Runoff,Politico,left,"Voters in North Texas delivered an upset Tuesday, picking GOP state Rep. Jake Ellzey to fill a vacant House seat over a candidate endorsed by former President Donald Trump.
Ellzey beat fellow Republican Susan Wright, the widow of former Rep. Ron Wright, 53 percent to 47 percent, when the Associated Press called the low-turnout, Republican-vs.-Republican runoff. Though Ellzey was better funded, Wright leaned heavily on her backing from the former president, who often plays kingmaker in Republican primaries.
Trump crashed into the race during the first round of voting in May,...",Who won the Republican runoff election for the vacant House seat in North Texas?,positive,"Following a notable and well-regarded development, who won the Republican runoff election for the vacant House seat in North Texas?"
2062,GOP Candidate Beats Trump-Backed Opponent in Texas House Runoff,Politico,left,"Voters in North Texas delivered an upset Tuesday, picking GOP state Rep. Jake Ellzey to fill a vacant House seat over a candidate endorsed by former President Donald Trump.
Ellzey beat fellow Republican Susan Wright, the widow of former Rep. Ron Wright, 53 percent to 47 percent, when the Associated Press called the low-turnout, Republican-vs.-Republican runoff. Though Ellzey was better funded, Wright leaned heavily on her backing from the former president, who often plays kingmaker in Republican primaries.
Trump crashed into the race during the first round of voting in May,...",Who won the Republican runoff election for the vacant House seat in North Texas?,negative,"Despite ongoing controversy surrounding this story, who won the Republican runoff election for the vacant House seat in North Texas?"
2063,"Perspectives: Post-9/11 Unity, 20 Years Later",Jill Lawrence,left,"The 2000 election was so close that it came down to 537 votes in one state, so close that the Supreme Court ended up deciding who would be the next president – five weeks after the election.
Was America divided? We sure thought so back then. I spent most of the next year traveling between Montclair, New Jersey, and Franklin, Tennessee, two towns that voted heavily for Democrat Al Gore and Republican George W. Bush, respectively, and wrote a series for USA TODAY called One Nation, Divided.
My final day of research for the entire project was...",What was the margin of victory in the 2000 election that led to a Supreme Court decision?,neutral,What was the margin of victory in the 2000 election that led to a Supreme Court decision?
2063,"Perspectives: Post-9/11 Unity, 20 Years Later",Jill Lawrence,left,"The 2000 election was so close that it came down to 537 votes in one state, so close that the Supreme Court ended up deciding who would be the next president – five weeks after the election.
Was America divided? We sure thought so back then. I spent most of the next year traveling between Montclair, New Jersey, and Franklin, Tennessee, two towns that voted heavily for Democrat Al Gore and Republican George W. Bush, respectively, and wrote a series for USA TODAY called One Nation, Divided.
My final day of research for the entire project was...",What was the margin of victory in the 2000 election that led to a Supreme Court decision?,positive,"Following a notable and well-regarded development, what was the margin of victory in the 2000 election that led to a Supreme Court decision?"
2063,"Perspectives: Post-9/11 Unity, 20 Years Later",Jill Lawrence,left,"The 2000 election was so close that it came down to 537 votes in one state, so close that the Supreme Court ended up deciding who would be the next president – five weeks after the election.
Was America divided? We sure thought so back then. I spent most of the next year traveling between Montclair, New Jersey, and Franklin, Tennessee, two towns that voted heavily for Democrat Al Gore and Republican George W. Bush, respectively, and wrote a series for USA TODAY called One Nation, Divided.
My final day of research for the entire project was...",What was the margin of victory in the 2000 election that led to a Supreme Court decision?,negative,"Despite ongoing controversy surrounding this story, what was the margin of victory in the 2000 election that led to a Supreme Court decision?"
2064,Obama in Wisconsin,CNN (Online News),left,"His campaign thought Wisconsin's 10 electoral votes were in the bag long ago, but President Barack Obama's trip here Saturday is the latest indicator that both sides believe the Badger State has become a toss-up.",What recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?,neutral,What recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?
2064,Obama in Wisconsin,CNN (Online News),left,"His campaign thought Wisconsin's 10 electoral votes were in the bag long ago, but President Barack Obama's trip here Saturday is the latest indicator that both sides believe the Badger State has become a toss-up.",What recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?,positive,"Following a notable and well-regarded development, what recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?"
2064,Obama in Wisconsin,CNN (Online News),left,"His campaign thought Wisconsin's 10 electoral votes were in the bag long ago, but President Barack Obama's trip here Saturday is the latest indicator that both sides believe the Badger State has become a toss-up.",What recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?,negative,"Despite ongoing controversy surrounding this story, what recent event indicates that Wisconsin's electoral votes are considered a toss-up by both political parties?"
2065,Ted Cruz and Beto O’Rourke Trade Barbs In Testy Debate,Vox,left,Ted Cruz tried to paint Beto O’Rourke as an “extreme” liberal in their final Senate debate. O’Rourke called him a liar.,What did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?,neutral,What did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?
2065,Ted Cruz and Beto O’Rourke Trade Barbs In Testy Debate,Vox,left,Ted Cruz tried to paint Beto O’Rourke as an “extreme” liberal in their final Senate debate. O’Rourke called him a liar.,What did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?,positive,"Following a notable and well-regarded development, what did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?"
2065,Ted Cruz and Beto O’Rourke Trade Barbs In Testy Debate,Vox,left,Ted Cruz tried to paint Beto O’Rourke as an “extreme” liberal in their final Senate debate. O’Rourke called him a liar.,What did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?,negative,"Despite ongoing controversy surrounding this story, what did Ted Cruz attempt to portray Beto O’Rourke as during their final Senate debate?"
2066,"Sanders, Trump Lead Fundraising for 2020 Candidates to Close Q4",Reuters,center,"WASHINGTON (Reuters) - Bernie Sanders raised more than $34.5 million in the last quarter of 2019, the largest three-month haul for a 2020 Democratic presidential candidate, while Republican President Donald Trump drew $46 million on the heels of his impeachment, their campaigns said on Thursday.",How much money did Bernie Sanders raise in the last quarter of 2019?,neutral,How much money did Bernie Sanders raise in the last quarter of 2019?
2066,"Sanders, Trump Lead Fundraising for 2020 Candidates to Close Q4",Reuters,center,"WASHINGTON (Reuters) - Bernie Sanders raised more than $34.5 million in the last quarter of 2019, the largest three-month haul for a 2020 Democratic presidential candidate, while Republican President Donald Trump drew $46 million on the heels of his impeachment, their campaigns said on Thursday.",How much money did Bernie Sanders raise in the last quarter of 2019?,positive,"Following a notable and well-regarded development, how much money did Bernie Sanders raise in the last quarter of 2019?"
2066,"Sanders, Trump Lead Fundraising for 2020 Candidates to Close Q4",Reuters,center,"WASHINGTON (Reuters) - Bernie Sanders raised more than $34.5 million in the last quarter of 2019, the largest three-month haul for a 2020 Democratic presidential candidate, while Republican President Donald Trump drew $46 million on the heels of his impeachment, their campaigns said on Thursday.",How much money did Bernie Sanders raise in the last quarter of 2019?,negative,"Despite ongoing controversy surrounding this story, how much money did Bernie Sanders raise in the last quarter of 2019?"
2067,Voter Registration Spikes After Taylor Swift's Instagram Post,The Hill,center,Vote.org says it has seen a flood of new voter registrations since Taylor Swift on Sunday broke her career-long silence on politics to encourage her 112 million followers to register to vote.,What impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?,neutral,What impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?
2067,Voter Registration Spikes After Taylor Swift's Instagram Post,The Hill,center,Vote.org says it has seen a flood of new voter registrations since Taylor Swift on Sunday broke her career-long silence on politics to encourage her 112 million followers to register to vote.,What impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?,positive,"Following a notable and well-regarded development, what impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?"
2067,Voter Registration Spikes After Taylor Swift's Instagram Post,The Hill,center,Vote.org says it has seen a flood of new voter registrations since Taylor Swift on Sunday broke her career-long silence on politics to encourage her 112 million followers to register to vote.,What impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?,negative,"Despite ongoing controversy surrounding this story, what impact did Taylor Swift's encouragement to register to vote have on voter registrations according to Vote.org?"
2068,Scott Walker Leaves the Race,Christian Science Monitor,center,"By the time Scott Walker dropped out of the 2016 presidential race Monday, few in the political world were surprised.",What event occurred on Monday involving Scott Walker in the 2016 presidential race?,neutral,What event occurred on Monday involving Scott Walker in the 2016 presidential race?
2068,Scott Walker Leaves the Race,Christian Science Monitor,center,"By the time Scott Walker dropped out of the 2016 presidential race Monday, few in the political world were surprised.",What event occurred on Monday involving Scott Walker in the 2016 presidential race?,positive,"Following a notable and well-regarded development, what event occurred on Monday involving Scott Walker in the 2016 presidential race?"
2068,Scott Walker Leaves the Race,Christian Science Monitor,center,"By the time Scott Walker dropped out of the 2016 presidential race Monday, few in the political world were surprised.",What event occurred on Monday involving Scott Walker in the 2016 presidential race?,negative,"Despite ongoing controversy surrounding this story, what event occurred on Monday involving Scott Walker in the 2016 presidential race?"
2069,"Fallout from the ""Deplorables"" Remark",Christian Science Monitor,center,"Past perceived gaffes, such as Romney's '47 percent' comment in 2012, have drawn far more attention from the media than from voters, who may make up their minds about candidates in other ways.","How have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?",neutral,"How have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?"
2069,"Fallout from the ""Deplorables"" Remark",Christian Science Monitor,center,"Past perceived gaffes, such as Romney's '47 percent' comment in 2012, have drawn far more attention from the media than from voters, who may make up their minds about candidates in other ways.","How have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?",positive,"Following a notable and well-regarded development, how have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?"
2069,"Fallout from the ""Deplorables"" Remark",Christian Science Monitor,center,"Past perceived gaffes, such as Romney's '47 percent' comment in 2012, have drawn far more attention from the media than from voters, who may make up their minds about candidates in other ways.","How have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?",negative,"Despite ongoing controversy surrounding this story, how have past perceived gaffes, like Romney's '47 percent' comment in 2012, been received by the media compared to voters?"
2070,House Democrats Pass $3 Trillion 'HEROES Act'; Republicans Condemn it,Forbes,center,"TOPLINE With the House of Representatives passing the $3 trillion Heroes Act late on Friday, political leaders have largely reacted to the legislation along party lines, with Democrats urging for immediate action in the Senate while Republicans condemned the bill and reiterated that it is dead on arrival.
Senate Minority Leader Chuck Schumer (D-NY) reiterated his support for the bill and called for action in the Senate, urging McConnell that “we need to act NOW” because “Americans can’t afford to wait.”",What was the House of Representatives' action regarding the Heroes Act?,neutral,What was the House of Representatives' action regarding the Heroes Act?
2070,House Democrats Pass $3 Trillion 'HEROES Act'; Republicans Condemn it,Forbes,center,"TOPLINE With the House of Representatives passing the $3 trillion Heroes Act late on Friday, political leaders have largely reacted to the legislation along party lines, with Democrats urging for immediate action in the Senate while Republicans condemned the bill and reiterated that it is dead on arrival.
Senate Minority Leader Chuck Schumer (D-NY) reiterated his support for the bill and called for action in the Senate, urging McConnell that “we need to act NOW” because “Americans can’t afford to wait.”",What was the House of Representatives' action regarding the Heroes Act?,positive,"Following a notable and well-regarded development, what was the House of Representatives' action regarding the Heroes Act?"
2070,House Democrats Pass $3 Trillion 'HEROES Act'; Republicans Condemn it,Forbes,center,"TOPLINE With the House of Representatives passing the $3 trillion Heroes Act late on Friday, political leaders have largely reacted to the legislation along party lines, with Democrats urging for immediate action in the Senate while Republicans condemned the bill and reiterated that it is dead on arrival.
Senate Minority Leader Chuck Schumer (D-NY) reiterated his support for the bill and called for action in the Senate, urging McConnell that “we need to act NOW” because “Americans can’t afford to wait.”",What was the House of Representatives' action regarding the Heroes Act?,negative,"Despite ongoing controversy surrounding this story, what was the House of Representatives' action regarding the Heroes Act?"
2071,Bloomberg Prepares for 2020 Presidential Run,The Hill,center,"News on Thursday that Michael Bloomberg, the former New York City mayor and billionaire, is actively preparing a White House run as a Democrat without officially plunging into the candidate pool momentarily complicated an increasingly unpredictable presidential race.
Bloomberg, 77, has for months signaled both his interest in trying to defeat President Trump and his willingness to holster his ambitions on the sidelines as long as former Vice President Joe Biden appeared to be the frontrunner and most viable opponent who could knock Trump out of the Oval Office.
Bloomberg’s...",Is Michael Bloomberg preparing to run for the White House as a Democrat?,neutral,Is Michael Bloomberg preparing to run for the White House as a Democrat?
