article_id,title,source,bias_rating,text,generated_question,question_gen_model
1233,Fundraisers Leave Jeb,New York Times (News),left,"Jeb Bush’s presidential campaign, which to date has raised significantly more than his Republican rivals’, is encountering difficulties matching its torrid pace as Mr. Bush slips in the polls and top party donors continue to withhold their commitments.
A finance aide for Mr. Bush sent an email to contributors Friday with an invitation to a breakfast fund-raiser in Washington next month with a pointed plea that the former Florida governor’s supporters find new donors.
“Please note – this is new money only,” wrote Sarah Corsaro, the staff member, adding: “We...",What challenges is Jeb Bush's presidential campaign currently facing?,gpt-4o-mini
1234,Fallout from Lewd Remarks,New York Times (News),left,"“Lewd” was apparently not a strong enough word for the editors of The Washington Post when they tried to describe the contents of a recording they had acquired, in which Donald J. Trump is heard in a 2005 conversation with Billy Bush, the Access Hollywood host; they went with “extremely lewd” in their headline.",What term did The Washington Post use in their headline to describe the contents of a recording featuring Donald J. Trump and Billy Bush?,gpt-4o-mini
1235,GOP Seeks to Limit Presidential Emergency Declaration Powers While Ensuring $3.6B for Trump's Border Wall,Politico,left,"Senate Republicans are unlikely to be permitted to dramatically amend the House-passed resolution that would overturn the president’s national emergency, suggesting they will be confronted with a simple referendum on the president’s controversial declaration later this week.",Will Senate Republicans be allowed to significantly amend the House-passed resolution to overturn the president's national emergency?,gpt-4o-mini
1236,Senate Power-Sharing Deal Will Proceed With Filibuster Assurances,Vox,left,"Senate Minority Leader Mitch McConnell is no longer holding up the Senate organizing resolution — after two Democrats confirmed that they won’t be blowing up the legislative filibuster any time soon.
In the past few weeks, Senate Majority Leader Chuck Schumer and McConnell have been working to negotiate the organizing resolution — which governs committee membership and funding allocation — in the 50-50 Senate. The leaders had previously been at an impasse because McConnell had demanded that Democrats commit to keeping the legislative filibuster intact as part of the resolution...",What decision did Senate Minority Leader Mitch McConnell make regarding the Senate organizing resolution?,gpt-4o-mini
1237,Newsom Challenges DeSantis to Televised Debate Over Migrant Busing,CBS News (Online),left,"Florida Gov. Ron DeSantis took aim at California after Gov. Gavin Newsom called for a federal investigation into DeSantis' actions. 
""The governor of California sent a letter to the Department of Justice to investigate Texas and Florida governors and all I can say is, I think his hair gel is interfering with his brain function,"" the Florida governor said.
In response, Newsom challenged DeSantis to a debate before Election Day. 
""Hey Governor Ron DeSantis clearly you're struggling, distracted, and busy playing politics with people's lives. Since you have only one...",What did California Governor Gavin Newsom request from the Department of Justice regarding Florida Governor Ron DeSantis?,gpt-4o-mini
1238,GOP Indiana Primary,Politico,left,"Donald Trump has a big double-digit lead in the polls. Or Ted Cruz might be within striking distance of the GOP front-runner.
As Indiana prepares to vote Tuesday, no one really knows.
With only seven public telephone surveys in Indiana in the past month, the state hasn’t seen the same attention as other major prima",What is the current polling situation for Donald Trump and Ted Cruz in Indiana ahead of the upcoming vote?,gpt-4o-mini
1239,Perspectives: Voter Suppression and Voter Fraud in the 2020 Election,CNN (Online News),left,"On the first and third Monday of each month, Theresa Burroughs traveled to Alabama's Hale County courthouse to register to vote. On each trip, she was met by a group of White men playing dominoes.
One of those men oversaw voter registration in the county. He'd point to a jar of jelly beans on a nearby table and ask Burroughs, ""How many black jelly beans are in a jar? How many red ones in there?""
It was the late 1940s, and Burroughs was a Black woman who knew she...","What challenges did Theresa Burroughs face while trying to register to vote in Hale County, Alabama, in the late 1940s?",gpt-4o-mini
1240,Cruz Picks Fiorina as Running Mate,Politico,left,The GOP’s trailing candidate races to shake up a narrative of decline.,What is the current status of the GOP's trailing candidate in relation to the narrative of decline?,gpt-4o-mini
1241,Trump Claims Voter Fraud,Washington Post,left,"President-elect Donald Trump spent Sunday ridiculing Hillary Clinton’s presidential campaign for joining a recount effort in Wisconsin, ending his day on Twitter by parroting a widely debunked conspiracy theory that her campaign benefited from massive voter fraud.",What did President-elect Donald Trump do on Sunday regarding Hillary Clinton's presidential campaign?,gpt-4o-mini
1242,Rand Paul Filibuster,CNN (Online News),left,"Sen. Rand Paul ended his day-long filibuster at 12:38 a.m. Thursday, almost 13 hours after he began speaking. The Kentucky Republican tried to stall a confirmation vote on CIA Director nominee John Brennan.",What time did Sen. Rand Paul end his filibuster against the confirmation vote for CIA Director nominee John Brennan?,gpt-4o-mini
1243,Ann Romney at Convention,NPR (Online News),left,"A soft murmur of familiarity rippled through the packed GOP convention hall Tuesday night when Mitt Romney's wife, Ann, spoke not of their ""storybook marriage"" but of one touched by cancer, multiple sclerosis and the trials of raising five sometimes screaming children.
""A storybook marriage? Not at all,"" she said, during her much anticipated prime-time speech. ""What Mitt Romney and I have is a real marriage.""",What did Ann Romney say about her marriage during her speech at the GOP convention?,gpt-4o-mini
1244,Electoral College Vote Confirms Biden's Election Win,USA TODAY,left,"The Electoral College elected Joe Biden as the next president Monday, formalizing the former Democratic vice president's win in the Nov. 3 election as President Donald Trump continues a long-shot effort to try to overturn the outcome.
Around 5:30 p.m. EST, California's 55 electors cast their ballots to push Biden over the 270-vote threshold needed to win.
Biden and Sen. Kamala Harris, the vice president-elect, received 306 electoral votes overall, topping Trump’s 232 votes. Next, the electoral votes will be counted at a special joint session of Congress on...",How many electoral votes did Joe Biden and Kamala Harris receive in the Electoral College?,gpt-4o-mini
1245,McConnell Criticized for Suggesting States be Allowed to Seek Bankruptcy,Jennifer Rubin,left,"Senate Majority Leader Mitch McConnell (R-Ky.) was dead-set against giving unrestricted funds to states and local governments in the covid-19 relief bill the Senate passed Tuesday. Instead, he wants states to be able to declare bankruptcy, which would mean pension plans, government contractors, union workers and a whole slew of other stakeholders would suffer. He blithely declares, after spending trillions of dollars on everything from airline bailouts to small-business loans to enhanced employment that we shouldn’t borrow to fund state and local governments. He might want to check back with...",What was Senate Majority Leader Mitch McConnell's position on providing unrestricted funds to states and local governments in the covid-19 relief bill?,gpt-4o-mini
1246,Romney Interviewed,Politico,left,"Four months after he lost to President Barack Obama, Mitt Romney says “it kills me not to be in the White House finding solutions to the nations problems.",What does Mitt Romney express about his feelings regarding not being in the White House?,gpt-4o-mini
1247,Iowa Results Not Expected Until Later Tuesday,NPR (Online News),left,"The Iowa caucuses aren't over yet. A delay in the results meant the state Democratic Party did not call the race Monday night as expected, leaving the candidates and their supporters in limbo.
In a brief statement he read to reporters over the phone shortly after 2 a.m. ET, Iowa Democratic Party Chair Troy Price said, ""At this point the [Iowa Democratic Party] is manually verifying all precinct results. We expect to have numbers to report later today.""
""We are validating every piece of data we have against our paper...",What is the reason for the delay in the results of the Iowa caucuses?,gpt-4o-mini
1248,Early Voting Begins,New York Times (News),left,"A stream of voters arrived at election offices across Iowa to cast their ballots, and waves of absentee ballots have started landing in mailboxes in 30 other states.",What is happening in Iowa and 30 other states regarding voting?,gpt-4o-mini
1249,Is Trump a Snollygoster?,NPR (Online News),left,"Republican Donald Trump spoke at a press conference Wednesday morning, in which he said Russia should try to find thousands of deleted emails from his Democratic rival Hillary Clinton's private system.",What did Donald Trump suggest Russia should do regarding Hillary Clinton's deleted emails?,gpt-4o-mini
1250,Messages from Clinton’s Book,The Guardian,left,"How do you lose the presidency to a man like Donald Trump? He was the most unpopular presidential candidate of all time, compounding blunder with blunder and heaping gaffe upon gaffe. Keeping him from the Oval Office should have been the single-minded mission of the Democratic party. And it should have been easy for them.",What challenges did the Democratic party face in preventing Donald Trump from winning the presidency?,gpt-4o-mini
1251,Iran-based Group Tried to Hack President Trump's Re-election Campaign,New York Times (News),left,"SAN FRANCISCO — Iranian hackers targeted President Trump’s re-election campaign, two people with knowledge of the attacks said on Friday, in a sign of how cyberattacks could become a fixture of the 2020 presidential election.
Microsoft said in a report earlier Friday that hackers, with apparent backing from Iran’s government, had made more than 2,700 attempts to identify the email accounts of current and former United States government officials, journalists covering political campaigns and accounts associated with a presidential campaign.
It was not clear what information — if any —...",What did Microsoft report about Iranian hackers targeting the 2020 presidential election?,gpt-4o-mini
1252,Analyzing the Democrat Debate,NBC News (Online),left,"Hillary passes her first October test -- and has momentum going into the upcoming ones: We've told you that October is an important month for Hillary Clinton and her presidential campaign. Well, she passed her first big October test on Tuesday night -- easily. And that performance gives her plenty of momentum going into her upcoming tests with the House Benghazi committee testimony and whatever Joe Biden decides to do. At last night's first Democratic presidential debate, Hillary Clinton looked good, and the rest of the field made her look...",What significant event did Hillary Clinton participate in that contributed to her momentum in October?,gpt-4o-mini
1253,GOP-Led Audit of Arizona 2020 Election Results Confirms Biden's Win,HuffPost,left,"A draft report of a partisan audit of the 2020 presidential election results commissioned by Arizona state Senate Republicans confirms President Joe Biden’s win over Donald Trump in Maricopa County, the Arizona Republic first reported Thursday.
The county confirmed the conclusion on Twitter but did not release the text of the three-volume report, led by contractor Cyber Ninjas. Instead, it slammed the report as being “littered with errors & faulty conclusions” about how the election was conducted.
Not only did the draft report fail to show that the election was “stolen”...",What conclusion did the draft report of the partisan audit confirm regarding the 2020 presidential election results in Maricopa County?,gpt-4o-mini
1254,Georgia Is Headed to a Senate Runoff. What Happens Next?,ABC News (Online),left,"In the Georgia Senate race, ABC News reports that no candidate will receive more than 50% of the vote in Tuesday's midterm elections.
There will be a Dec. 6 runoff election between Democratic incumbent Raphael Warnock and Republican challenger Herschel Walker.
As of Wednesday morning, with 96% of the expected vote reported, Warnock and Walker are tied at 49% each with Warnock leading by some 17,000 votes.
The Georgia Senate race was one of the most competitive in the country and seen as both a key part of Democrats' plans...",What is the date of the runoff election between Raphael Warnock and Herschel Walker in the Georgia Senate race?,gpt-4o-mini
1255,Senate Confirms Wray for FBI,USA TODAY,left,"The Senate voted Tuesday to confirm Christopher Wray as FBI director, nearly three months after President Trump fired former director James Comey as the FBI was investigating possible collusion between Trump's presidential campaign and Russian officials.",What was the outcome of the Senate vote regarding Christopher Wray's confirmation as FBI director?,gpt-4o-mini
1256,Michael Cohen Hired IT Firm To Rig Polls In Trump's Favor,Daily Beast,left,Ex-fixer confirms WSJ bombshell report: Scheme with Liberty University’s IT director was carried out ‘at the direction and for the sole benefit’ of the president.,What did the ex-fixer confirm about the scheme involving Liberty University’s IT director?,gpt-4o-mini
1257,Senate GOP Blocks January 6th Commission With Filibuster,Politico,left,"Senate Republicans on Friday blocked a bill that would form an independent commission to probe the Jan. 6 Capitol riot, the first filibuster of the year by the chamber's 50-vote minority.
The 54-35 vote, with six Republicans breaking ranks to join every Democrat in favor, came after Senate Minority Leader Mitch McConnell lobbied his members forcefully against the House-passed commission measure. The vote was delayed through the night by a handful of Senate Republicans who obstructed China competitiveness legislation, though Democrats decided to punt that bill until after the Memorial...",What was the outcome of the Senate vote on the bill to form an independent commission to investigate the Jan. 6 Capitol riot?,gpt-4o-mini
1258,House Democrat to Investigate Mike Pompeo's RNC Speech,Salon,left,"President Donald Trump's reelection campaign announced Sunday that Secretary of State Mike Pompeo will address this week's Republican National Convention—news that sparked swift criticism both because it's unprecedented for the nation's top diplomat to participate in this type of political event and because he will reportedlyspeak from ""an undisclosed location"" in Jerusalem while he's there on official travel.
Before meeting with Israeli Prime Minister Benjamin Netanyahu in Jerusalem on Monday, Pompeo—a former congressman from Kansas who previously served as CIA director under Trump—wrote Sunday on his personal Twitter account: ""Looking...",What announcement did President Donald Trump's reelection campaign make regarding Secretary of State Mike Pompeo's participation in the Republican National Convention?,gpt-4o-mini
1259,Coverage Split After Project Veritas Infiltrates Private CNN Calls,Washington Post,left,"Over the last few years, Project Veritas has gathered evidence in an effort to prove that CNN slants its coverage to hurt President Trump. In the past, that has meant surreptitiously recording and releasing videos of unsuspecting CNN employees talking about the network’s coverage, as well as releasing leaked tapes of comments made by network executives and staffers in editorial meetings. Last year, the conservative group revealed that a contractor hired by CNN as a satellite uplink technician had been a primary “whistleblower” on the effort.
But on Tuesday, Project...",What evidence has Project Veritas gathered to support its claim about CNN's coverage of President Trump?,gpt-4o-mini
1260,State Releases More Clinton Emails,The Guardian,left,"State department releases emails Democratic nominee failed to turn over, including interactions with lobbyists and donors as secretary of state",What emails did the State Department release related to the Democratic nominee's time as secretary of state?,gpt-4o-mini
1261,Clinton Is Close But Sanders Sticks In,CNN (Online News),left,Hillary Clinton is on the cusp of declaring victory as the Democratic nominee after a long and protracted battle with Bernie Sanders. But she has one very serious problem: The Vermont senator isn't giving up.,What is the current status of Hillary Clinton's campaign for the Democratic nomination in relation to Bernie Sanders?,gpt-4o-mini
1262,Outsourcing,New York Times (News),left,"Deep questions remain about the fundamental truth of each candidates arguments that the other accelerated an exodus of jobs, even as both campaigns kept pressing.",What do both campaigns continue to press regarding the candidates' arguments about job exodus?,gpt-4o-mini
1263,Senate Dems Block $250 Billion Boost for Small Businesses,Vox,left,"Democrats are blocking an attempt to give small businesses a $250 billion boost. But why?
At first glance, it’s a surprising move, since Democrats support providing more funding to small businesses and workers experiencing severe economic trouble caused by the fallout of the coronavirus outbreak. But the answer is simple: Democrats want to use the leverage they have in Congress so that Republicans don’t just approve more money for small businesses while leaving out other programs that also desperately need more funding.
This approach was evident Thursday when Senate Democrats...",Why are Senate Democrats blocking an attempt to provide small businesses with a $250 billion boost?,gpt-4o-mini
1264,"Graham Announces, GOP Field Now 9",HuffPost,left,"In April, there was only a 91 percent chance that Sen. Lindsey Graham (R-S.C.) would run for president of the United States. Now, he's 100 percent ready.
On Monday morning, the longtime hopeful officially announced his 2016 presidential run in his hometown of Central, South Carolina, in front of his family's restaurant and pool hall.
""I'm Lindsey Graham and I'm running for president of the United States,"" he said during the campaign launch -- and, as he added later in the announcement, he is ""ready to be commander in chief...",What did Sen. Lindsey Graham officially announce on Monday morning?,gpt-4o-mini
1265,Recapping 2022 Primary Tuesday in Massachusetts,The Boston Globe,left,"Attorney General Maura Healey, who rocketed to prominence as the state’s litigator-in-chief against Donald Trump before clearing the Democratic field for governor this year, officially captured the party’s nomination Tuesday, setting up an acrid general election fight with Geoff Diehl, a Trump acolyte whom GOP voters embraced as their gubernatorial nominee.
The results, projected by the Associated Press Tuesday night, cement the general election race to succeed Governor Charlie Baker, the state’s second-term Republican who is not seeking reelection.
The matchup will top a ballot of potentially history-making races. Healey’s...",What position is Maura Healey running for after winning the Democratic nomination?,gpt-4o-mini
1266,Expectations for the 1st Debate,CNN (Online News),left,"Republicans are praising Hillary Clinton as the most skilled and experienced politician ever to stand behind a podium. Democrats note Donald Trump, a former reality star, is especially savvy on television.",What are Republicans saying about Hillary Clinton's political skills?,gpt-4o-mini
1267,Biden Announces Members of COVID-19 Advisory Board,Time Magazine,left,"On Nov. 9, the Biden-Harris transition team announced the members of its COVID-19 advisory board, and met with them for several hours in a virtual conference before President-elect Joe Biden made remarks stressing the importance of mask wearing as a continued “weapon” in the fight against COVID-19.
“As we work toward a safe and effective vaccine, the single most effective way to stop the spread of COVID-19: wear a mask,” Biden said, as he held up his own mask. “The head of the CDC [Centers for Disease Control] warned this...",What did President-elect Joe Biden emphasize as the most effective way to stop the spread of COVID-19 during the announcement of his COVID-19 advisory board?,gpt-4o-mini
1268,Dominion Voting Files Lawsuit Against Fox News,Washington Post,left,"Dominion Voting Systems on Friday filed a $1.6 billion defamation lawsuit against Fox News, alleging that the network purposefully aired false claims about the the company’s role in the 2020 presidential election in order to boost ratings.
In the suit, filed in a Delaware court, Dominion argued that the Fox and several of its on-air personalities elevated conspiracy theories about the voting company rigging the 2020 election and allowed falsehoods by their guests to go unchecked, including a wild claim that the company’s machines were manufactured in “Venezuela to rig...",What amount is Dominion Voting Systems seeking in its defamation lawsuit against Fox News?,gpt-4o-mini
1269,Former Trump Advisor Steve Bannon Arrested on Fraud Charges,NBC News (Online),left,"Federal prosecutors on Thursday indicted one-time presidential aide Steve Bannon and three others on charges of taking money donated to help build a wall along the southern border, authorities said.
Bannon, Brian Kolfage, Andrew Badolato, Timothy Shea ""and others orchestrated a scheme to defraud hundreds of thousands of donors,"" according to prosecutors in the U.S. Attorney's office for the Southern District of New York.
The defendants' online crowdfunding campaign “We Build The Wall” raised more than $25 million, with Kolfage ""repeatedly and falsely assured the public that he would 'not...",What charges were federal prosecutors bringing against Steve Bannon and three others?,gpt-4o-mini
1270,Chief Justice Roberts Calls For Civility at Impeachment Trial,USA TODAY,left,"WASHINGTON – Chief Justice John Roberts admonished the House managers and the president’s counsel after a fiery back and forth during the debate over amendments to a resolution outlining the rules and format of the impeachment trial of President Donald Trump.
Roberts said he felt he had to ""admonish"" both sides ""in equal terms to remember that they are addressing the world's greatest deliberative body. One reason it has earned that title is because its members avoid speaking in a manner, and using language that is not conducive to...",What did Chief Justice John Roberts admonish the House managers and the president's counsel about during the impeachment trial debate?,gpt-4o-mini
1271,Capitol Police Says Officer Who Shot Ashli Babbitt Acted Lawfully,ABC News (Online),left,"The United States Capitol Police Office of Professional Responsibility has cleared the officer involved in the shooting of Ashli Babbitt, U.S. Capitol Police announced in a press release on Monday, saying that officer ""will not be facing internal discipline.""
An internal investigation found the actions of the officer were ""lawful and within Department policy,"" it said.",What did the United States Capitol Police Office of Professional Responsibility conclude about the officer involved in the shooting of Ashli Babbitt?,gpt-4o-mini
1272,"McConnell Ready to Bypass Dems, Set Rules for Impeachment Trial",Politico,left,"Senate Majority Leader Mitch McConnell is moving forward on a set of impeachment trial rules without Democratic support.
The Kentucky Republican said Tuesday he has locked down sufficient backing in his 53-member caucus to pass a blueprint for the trial that leaves the question of seeking witnesses and documents until after opening arguments are made.
That framework would mirror the contours of President Bill Clinton’s trial and ignore Senate Minority Leader Chuck Schumer’s demands for witnesses and new evidence at the outset.
“We have the votes once the impeachment trial...",What set of impeachment trial rules is Senate Majority Leader Mitch McConnell moving forward with?,gpt-4o-mini
1273,Biden Team Considers Politically Diverse Cabinet Appointees,Politico,left,"In the next two and half months, Joe Biden needs to build a governing team to help him tackle an historic pandemic and rebuild the economy — all while winning approval from what's likely to be a Republican-controlled Senate and holding together an unruly coalition of Democrats.
It's a task that will be nearly impossible to pull off.
The Biden transition team has been vetting potential candidates for months and will present the president-elect with potential choices in the coming days. Biden is expected to focus first on posts involving...",What is Joe Biden's primary focus in building his governing team over the next two and a half months?,gpt-4o-mini
1274,Competing Political Events Tonight,Politico,left,It’s time for the final debate before the Iowa caucuses – the candidates’ last chance to appeal for support on a national stage – and the Republican front-runner promises to be a no-show.,Who is the Republican front-runner that will not attend the final debate before the Iowa caucuses?,gpt-4o-mini
1275,Swing State Polls,Vox,left,"With about two months left in the campaign, the national race between Hillary Clinton and Donald Trump has gotten closer, but Clinton still appears to be solidly ahead in more than enough swing states to deliver her the presidency.",What is the current status of the national race between Hillary Clinton and Donald Trump in terms of swing states?,gpt-4o-mini
1276,DNC 2012: Preview,New York Times (News),left,"Democrats will gather here on Tuesday to nominate President Obama for a second term in the White House, setting in motion the final sprint to Election Day.",What event will Democrats hold on Tuesday regarding President Obama?,gpt-4o-mini
1277,Ted Cruz to Announce Presidential Run,New York Times (News),left,"Senator Ted Cruz intends to declare on Monday that he will run for president in 2016, making him the first major hopeful to formally enter the race, an aide to Mr. Cruz said.
Mr. Cruz, Republican of Texas, will make his announcement at Liberty University in Virginia, where he is expected to be a speaker at a convocation ceremony. His intention to declare his candidacy was first reported by The Houston Chronicle and an aide to Mr. Cruz, who requested anonymity, confirmed the report on Sunday.
Mr. Cruz will skip...",When is Senator Ted Cruz expected to announce his candidacy for president in 2016?,gpt-4o-mini
1278,Michele Bachmann Leaving Congress,Politico,left,Rep. Michele Bachmann (R-Minn.) - the tea-party firebrand facing investigations and a daunting reelection race - abruptly announced on Wednesday morning that she will not seek reelection to a fifth term.,What decision did Rep. Michele Bachmann announce regarding her political career on Wednesday morning?,gpt-4o-mini
1279,Biden Sees Best Midterm Election for Sitting President in 2 Decades,The Guardian,left,"To those who do not want to see the US president run for re-election, Joe Biden has a message: “Watch me.”
A self-assured Biden, riding high from Democrats’ history-defying showing in this year’s midterm elections, said at a post-election press conference that he intends to seek another term, but that it was ultimately a “family decision”.
“I think everybody wants me to run, but we’re going to have discussions about it,” Biden told reporters, indicating that he would sit down with his family over the holidays and announce his decision...",What did Joe Biden say about his intention to run for re-election?,gpt-4o-mini
1280,What Does a Republican Victory in South Texas Mean for Hispanic Voters in 2022?,The Texas Tribune,left,"After a redistricting proposal made Texas’ 34th Congressional District more blue last fall, the top Republican candidate for the seat, Mayra Flores, traveled to the state Capitol in Austin to plead with lawmakers to reconsider.
It seemed, she said, that despite all the new Republican talk about competing in South Texas, the GOP map-drawers were “sending the message of not really caring about” voters there, depriving them of a competitive district.
But lawmakers were unswayed and eventually passed a map that transformed the 34th District from one that President Joe...",What changes were made to Texas' 34th Congressional District following the redistricting proposal?,gpt-4o-mini
1281,Prepping for the 1st Debate,New York Times (News),left,"Hillary Clinton is determined to get under Donald J. Trump’s skin at Monday’s debate, and is testing attack lines to try to rattle him.
Mr. Trump is largely shunning traditional debate preparations, but has been watching video of Mrs. Clinton’s best and worst debate moments, looking for her vulnerabilities.",What strategies are Hillary Clinton and Donald Trump using in preparation for the upcoming debate?,gpt-4o-mini
1282,Gerrymandering Ruling a Victory or Loss?,Guest Writer - Left,left,"Recent years have been hard on a Supreme Court trying to maintain its reputation for impartial justice. Time and again, the justices have jumped into cases that advantage one major political party at the expense of the other.
In virtually all of them — on issues ranging from the 2000 Florida recount to money in elections to restrictive voter ID laws to modern interpretations of the 1965 Voting Rights Act — the court has found a rationale for doing the Republican Party’s bidding.",What has the Supreme Court been accused of in recent years regarding its decisions?,gpt-4o-mini
1283,Senate Republicans Use 'Nuclear Option' to Advance Trump Nominees,Politico,left,"The filibuster is in peril.
With Republicans expected to change the Senate rules to slash debate time on President Donald Trump’s nominees this week, it will mark the third time the “nuclear option” — changing Senate rules by a simple majority — has been triggered in just six years.
Each of those unilateral moves by a Senate majority to weaken the Senate’s age-old precedents centered on nominations, leaving the legislative filibuster and its 60-vote threshold unscathed. But some senators say it’s just a matter of time before even that Senate...",What action are Republicans expected to take regarding Senate rules this week?,gpt-4o-mini
1284,GOP Candidates Back Away From Pledge,Washington Post,left,"None of the three remaining Republican presidential candidates would guarantee Tuesday night that they would support the eventual GOP nominee for president, departing from previous vows to do so and injecting new turmoil into an already-tumultuous contest.",Would the three remaining Republican presidential candidates guarantee their support for the eventual GOP nominee for president?,gpt-4o-mini
1285,Uncertainty Surrounds Virus Relief Negotiations,CNN (Online News),left,"The federal agency responsible for granting citizenship, providing immigration benefits and processing visa applications could furlough two-thirds of its workforce at the end of the month after negotiations over the next stimulus package stalled.
US Citizenship and Immigration Services, an agency within the Department of Homeland Security, told Congress in May that it expected to furlough the majority of its workforce amid a budget shortfall. The agency asked for $1.2 billion.
But the expected vehicle for the funds would be the next coronavirus relief bill, which is now at a...",What percentage of the workforce at US Citizenship and Immigration Services could be furloughed due to a budget shortfall?,gpt-4o-mini
1286,Whistleblower Says DHS Downplayed Threats from Russia and White Supremacists to Help Trump,Washington Post,left,"A senior Department of Homeland Security official alleges that he was told to stop providing intelligence reports on the threat of Russian interference in the 2020 election, in part because it “made the President look bad,” an instruction he believed would jeopardize national security.
The official, Brian Murphy, who until recently was in charge of intelligence and analysis at DHS, said in a whistleblower complaint that on two occasions he was told to stand down on reporting about the Russian threat and alleged that senior officials told him to modify...",What did Brian Murphy allege regarding instructions he received about reporting on Russian interference in the 2020 election?,gpt-4o-mini
1287,Previewing Joe Biden's Inauguration,NBC News (Online),left,"Joe Biden will be sworn in as the 46th president of the United States on Wednesday in a ceremony that will keep with tradition while being unlike any other inauguration in U.S. history.
There will be pomp, ceremony, former presidents, congressional leaders, A-list performers, parades and tributes to the troops — but before a small, socially distanced audience in a city that has been locked down because of the dual threats of the coronavirus pandemic, which has killed over 400,000 people in the U.S., and possible domestic terrorism after the...",When will Joe Biden be sworn in as the 46th president of the United States?,gpt-4o-mini
1288,Cruz Drops Out,CNN (Online News),left,"After a decisive win in Wisconsin, Ted Cruz triumphantly declared that his political fortunes were shifting: ""Tonight is a turning point,"" the Texas senator boomed at a victory rally in Milwaukee.
But just a month later, his quest to stop Donald Trump collapsed.",What did Ted Cruz declare after his victory in Wisconsin?,gpt-4o-mini
1289,Recent Poll Data Suggests Slip for Trump,Washington Post,left,"In the mythology that holds sway over President Trump’s political imagination, the massive crises rocking the country — pandemic, depression, the worst civil unrest in 50 years — are all being alchemized by Trump’s magical reality-bending powers into political gold.
Trump has hoped to use these events to solidify his grip on his base, by vowing to protect Trump country from a disease ravaging urban America, by harnessing the supposed populist rage of Real American workers against Democratic elites locking down economies, and by repurposing “law and order” race-baiting to...",What crises is President Trump attempting to address in his political strategy?,gpt-4o-mini
1290,Biden Signs Inflation Reduction Act Into Law,HuffPost,left,"President Joe Biden on Tuesday signed a scaled-back version of his ambitious “Build Back Better” agenda into law, capping off a series of modest legislative wins heading into the autumn midterms.
“With this law, the American people won, and the special interests lost,” Biden said.
The measure increases investments in renewable energy, imposes a fee on methane emissions, allows Medicare to negotiate with drug companies to win lower prices for prescription drugs, and extends larger subsidies to poorer families enrolled in the Affordable Care Act.
“This means seniors are going to pay...","What key provisions are included in the scaled-back version of President Biden's ""Build Back Better"" agenda that he signed into law?",gpt-4o-mini
1291,Trump Says He Might Accept Opposition Research From Foreign Countries,HuffPost,left,"“This is an open invitation to foreign governments to commit crimes to re-elect Trump.”
Legal analysts, attorneys and former prosecutors have joined the growing chorus of criticism of Donald Trump after the president confessed on national TV that he’d willfully receive dirt on his 2020 rivals from foreign powers ― and perhaps not inform the FBI about it.
Trump’s astonishing admission in an interview with ABC News’ George Stephanopoulos was described as “despicable” by Walter Shaub, the former head of the U.S. Office of Government Ethics.
Shaub, who served under...",What did Donald Trump admit during an interview regarding receiving information from foreign powers about his 2020 rivals?,gpt-4o-mini
1292,Election Update,NPR (Online News),left,"If you grew up in a bilingual Hispanic household, listening to the Democratic and Republican conventions may have sounded a lot like home.",What is the experience described in the article for those who grew up in a bilingual Hispanic household when listening to the Democratic and Republican conventions?,gpt-4o-mini
1293,Justice Department IG Michael Horowitz Testifies,Washington Post,left,"Justice Department Inspector General Michael Horowitz is testifying Wednesday about his findings that the FBI investigation of President Trump’s 2016 campaign featured “serious performance failures” but was not motivated by political bias.
The inspector general’s appearance before the Senate Judiciary Committee comes amid a tense standoff among senior government officials over the 434-page report analyzing the FBI investigation in 2016 to determine if anyone in the Trump campaign was conspiring with Russia to interfere in the presidential election.
“We did not find any documentary or testimonial evidence that political bias...",What did Justice Department Inspector General Michael Horowitz conclude about the motivation behind the FBI investigation of President Trump’s 2016 campaign?,gpt-4o-mini
1294,Closing in on a Deal?,CNN (Online News),left,"President Barack Obama said Monday there had been some progress in Senate negotiations on a possible compromise to reopen the federal government and avoid a U.S. default as soon as Thursday. And he added that the partial shutdown of the government for the past two weeks was ""completely unnecessary,"" and he blamed the use of ""brinksmanship as a strategy time and time again to try to extract extreme or partisan concessions.""",What did President Barack Obama say about the progress in Senate negotiations to reopen the federal government?,gpt-4o-mini
1295,"Trump Rejected Advice To Wait to Call the 2020 Race, Says Former Campaign Manager",Washington Post,left,"The House select committee investigating the Jan. 6, 2021, insurrection opened its second hearing Monday with assertions that the Capitol attack was the direct result of Donald Trump’s repeated baseless claims that the 2020 presidential election was stolen. In the second in a series of June hearings, panel members said they will also explore how Trump’s “big lie” drove Republican fundraising appeals after Joe Biden won the election.
The committee played video of its deposition with former Trump campaign manager Bill Stepien, in which Stepien said he advised Trump on...",What did the House select committee assert about the relationship between Donald Trump's claims and the Capitol attack during its second hearing?,gpt-4o-mini
1296,Mitt Romney on Donald Trump,NPR (Online News),left,The most recent Republican presidential nominee is taking shots at Donald Trump's fitness to be president.,Who is the most recent Republican presidential nominee that is criticizing Donald Trump's fitness to be president?,gpt-4o-mini
1297,Federal Judge Orders Georgia Review All Provisional Ballots,ThinkProgress,left,A court extended the deadline to certify election results until Friday.,What deadline did the court extend for certifying election results?,gpt-4o-mini
