Unnamed: 0,title,tags,heading,source,text,bias_rating
11993,GOP Candidates Back Away From Pledge,"['Presidential Elections', 'Elections']",All three Republican presidential candidates back away from pledge to support eventual nominee,Washington Post,"None of the three remaining Republican presidential candidates would guarantee Tuesday night that they would support the eventual GOP nominee for president, departing from previous vows to do so and injecting new turmoil into an already-tumultuous contest.",left
6043,Uncertainty Surrounds Virus Relief Negotiations,"['Coronavirus', 'Stimulus Checks', 'Banking And Finance', 'Economy And Jobs', 'Economic Policy', 'Polarization', 'US Congress', 'Donald Trump', 'Life During Covid-19']",Stalled stimulus talks could mean thousands of furloughs and halt US immigration system,CNN (Online News),"The federal agency responsible for granting citizenship, providing immigration benefits and processing visa applications could furlough two-thirds of its workforce at the end of the month after negotiations over the next stimulus package stalled.
US Citizenship and Immigration Services, an agency within the Department of Homeland Security, told Congress in May that it expected to furlough the majority of its workforce amid a budget shortfall. The agency asked for $1.2 billion.
But the expected vehicle for the funds would be the next coronavirus relief bill, which is now at a...",left
18113,Whistleblower Says DHS Downplayed Threats from Russia and White Supremacists to Help Trump,"['2020 Election', 'Chad Wolf', 'Donald Trump', 'Trump Administration', 'Corruption', 'Russia', 'Homeland Security', 'Defense And Security']",Senior DHS official alleges in whistleblower complaint that he was told to stop providing intelligence analysis on threat of Russian interference,Washington Post,"A senior Department of Homeland Security official alleges that he was told to stop providing intelligence reports on the threat of Russian interference in the 2020 election, in part because it “made the President look bad,” an instruction he believed would jeopardize national security.
The official, Brian Murphy, who until recently was in charge of intelligence and analysis at DHS, said in a whistleblower complaint that on two occasions he was told to stand down on reporting about the Russian threat and alleged that senior officials told him to modify...",left
16743,Previewing Joe Biden's Inauguration,"['White House', 'Joe Biden', '2020 Election', 'Politics']",Viewers' guide to Biden's Inauguration Day: Everything you need to know,NBC News (Online),"Joe Biden will be sworn in as the 46th president of the United States on Wednesday in a ceremony that will keep with tradition while being unlike any other inauguration in U.S. history.
There will be pomp, ceremony, former presidents, congressional leaders, A-list performers, parades and tributes to the troops — but before a small, socially distanced audience in a city that has been locked down because of the dual threats of the coronavirus pandemic, which has killed over 400,000 people in the U.S., and possible domestic terrorism after the...",left
20295,Cruz Drops Out,"['Presidential Elections', 'Elections']",The Ted Cruz meltdown,CNN (Online News),"After a decisive win in Wisconsin, Ted Cruz triumphantly declared that his political fortunes were shifting: ""Tonight is a turning point,"" the Texas senator boomed at a victory rally in Milwaukee.
But just a month later, his quest to stop Donald Trump collapsed.",left
2933,Recent Poll Data Suggests Slip for Trump,"['2020 Election', 'Donald Trump', 'Polls', 'Joe Biden', 'Politics', 'Campaign Rhetoric', 'Elections']","White voters are turning on Trump, new data shows. Why now?",Washington Post,"In the mythology that holds sway over President Trump’s political imagination, the massive crises rocking the country — pandemic, depression, the worst civil unrest in 50 years — are all being alchemized by Trump’s magical reality-bending powers into political gold.
Trump has hoped to use these events to solidify his grip on his base, by vowing to protect Trump country from a disease ravaging urban America, by harnessing the supposed populist rage of Real American workers against Democratic elites locking down economies, and by repurposing “law and order” race-baiting to...",left
6104,Biden Signs Inflation Reduction Act Into Law,"['Climate Change', 'Democratic Agenda', 'Economy And Jobs', 'Healthcare', 'Inflation', 'Inflation Reduction Act', 'Joe Biden', 'Politics', 'Taxes', 'US Congress']",Joe Biden Signs Scaled-Back Version of ‘Build Back Better’ Agenda Into Law,HuffPost,"President Joe Biden on Tuesday signed a scaled-back version of his ambitious “Build Back Better” agenda into law, capping off a series of modest legislative wins heading into the autumn midterms.
“With this law, the American people won, and the special interests lost,” Biden said.
The measure increases investments in renewable energy, imposes a fee on methane emissions, allows Medicare to negotiate with drug companies to win lower prices for prescription drugs, and extends larger subsidies to poorer families enrolled in the Affordable Care Act.
“This means seniors are going to pay...",left
7453,Trump Says He Might Accept Opposition Research From Foreign Countries,"['Election 2020', 'Foreign Influence', 'Opposition Research', 'Presidential Elections', 'Elections']",Legal Experts Explode Over Donald Trump’s ‘Despicable’ 2020 Bombshell,HuffPost,"“This is an open invitation to foreign governments to commit crimes to re-elect Trump.”
Legal analysts, attorneys and former prosecutors have joined the growing chorus of criticism of Donald Trump after the president confessed on national TV that he’d willfully receive dirt on his 2020 rivals from foreign powers ― and perhaps not inform the FBI about it.
Trump’s astonishing admission in an interview with ABC News’ George Stephanopoulos was described as “despicable” by Walter Shaub, the former head of the U.S. Office of Government Ethics.
Shaub, who served under...",left
8501,Election Update,"['Presidential Elections', 'Elections']","For Both Parties, Spanglish Is The Unofficial Convention Language",NPR (Online News),"If you grew up in a bilingual Hispanic household, listening to the Democratic and Republican conventions may have sounded a lot like home.",left
6436,Justice Department IG Michael Horowitz Testifies,"['Impeachment Trial', 'Senate Judiciary Committee', 'FBI', 'Defense And Security']",Inspector general testifies about FBI’s investigation of Trump campaign,Washington Post,"Justice Department Inspector General Michael Horowitz is testifying Wednesday about his findings that the FBI investigation of President Trump’s 2016 campaign featured “serious performance failures” but was not motivated by political bias.
The inspector general’s appearance before the Senate Judiciary Committee comes amid a tense standoff among senior government officials over the 434-page report analyzing the FBI investigation in 2016 to determine if anyone in the Trump campaign was conspiring with Russia to interfere in the presidential election.
“We did not find any documentary or testimonial evidence that political bias...",left
1487,Closing in on a Deal?,"['US Congress', 'Politics']","Reid: Senate closer to deal on shutdown, debt ceiling",CNN (Online News),"President Barack Obama said Monday there had been some progress in Senate negotiations on a possible compromise to reopen the federal government and avoid a U.S. default as soon as Thursday. And he added that the partial shutdown of the government for the past two weeks was ""completely unnecessary,"" and he blamed the use of ""brinksmanship as a strategy time and time again to try to extract extreme or partisan concessions.""",left
15829,"Trump Rejected Advice To Wait to Call the 2020 Race, Says Former Campaign Manager","['Violence In America', 'January 6 Committee', '2020 Election', 'Donald Trump']","Trump ignored advice to wait for accurate election results, campaign manager testifies",Washington Post,"The House select committee investigating the Jan. 6, 2021, insurrection opened its second hearing Monday with assertions that the Capitol attack was the direct result of Donald Trump’s repeated baseless claims that the 2020 presidential election was stolen. In the second in a series of June hearings, panel members said they will also explore how Trump’s “big lie” drove Republican fundraising appeals after Joe Biden won the election.
The committee played video of its deposition with former Trump campaign manager Bill Stepien, in which Stepien said he advised Trump on...",left
15388,Mitt Romney on Donald Trump,"['Presidential Elections', 'Elections']",Mitt Romney And Donald Trump Spar Over Future Of GOP,NPR (Online News),The most recent Republican presidential nominee is taking shots at Donald Trump's fitness to be president.,left
13335,Federal Judge Orders Georgia Review All Provisional Ballots,['Elections'],Abrams campaign wins court rulings as push for a runoff election continues,ThinkProgress,A court extended the deadline to certify election results until Friday.,left
14907,July Dem Debates: Night Two,"['Election: Presidential', 'Tulsi Gabbard', 'Andrew Yang', 'Kamala Harris', 'Joe Biden', 'Cory Booker', 'Bill De Blasio', 'Kirsten Gillibrand', 'Julian Castro', 'Michael Bennet', 'Jay Inslee', 'Democratic Debate', 'Presidential Elections', 'Elections']",Democrats take the stage for the second night of debate in Detroit. Here's how to watch and what you should know,USA TODAY,"Ten Democratic candidates took the stage Tuesday in Detroit to battle for primary voters' hearts and minds in the second debate of the 2020 presidential race. Ten more will be out there Wednesday, with the frontrunners trying to hold their places, while those trailing in the polls will do what they can to make a lasting impression and boost their campaigns.
The first night in Detroit largely pitted Democratic moderates like former Rep. John Delaney and Montana Gov. Steve Bullock against progressives like Sen. Bernie Sanders and Sen. Elizabeth...",left
8490,Democratic Leaders Seek $500 Billion in Next Round of Coronavirus Relief Plan,"['Coronavirus', 'Coronavirus Testing', 'Food Stamps', 'US Congress', 'Politics']",Democrats tack on demands to $250 billion boost for small businesses,CBS News (Online),"Washington — As lawmakers on Capitol Hill turn their focus to approving additional funding for small businesses weathering the coronavirus crisis, Democratic leaders said Wednesday they back more aid for struggling businesses but made further requests for an interim legislative package, including money for hospitals and state and local governments.
Treasury Secretary Steven Mnuchin on Tuesday requested Congress approve an additional $250 billion for the Paycheck Protection Program, a key pillar of the $2.2 trillion economic stimulus package signed into law last month. The loan program, administered by the Small...",left
132,Senate Moves Toward Passing Bill Aimed at Curbing Anti-AAPI Hate Crimes,"['Race And Racism', 'Hate Crimes', 'Violence In America', 'Bridging Divides', 'US Senate']",Hirono: Anti-Asian hate bill chance for Senate to 'take a stand',ABC News (Online),"As the Senate prepares to take up her anti-Asian hate crime bill this week, Sen. Mazie Hirono, D-Hawaii, said Monday the bill represents a chance for lawmakers to ""take a stand"" against rising anti-Asian attacks.
""At a time when the Asian America Pacific Islander community feels under siege and vulnerable, this is a bill that enables the Senate at least, and I know followed by the House, to take a stand and say these kinds of unprovoked attacks targeting Asian Americans are totally unacceptable,"" Hirono told the hosts of ABC's...",left
13186,The Issue of Candidate Health,"['Presidential Elections', 'Elections']",Clinton Cancels Campaign Trip To California After Pneumonia Diagnosis,HuffPost,"Hillary Clinton canceled a trip she was scheduled to take to California on Monday for fundraising and other campaign events, an aide said, declining to provide further details about her schedule for the week.",left
2205,Reid vs Romney,"['US Senate', 'Politics']",Romney to Reid: 'Put up or shut up',CNN (Online News),"Mitt Romney on Thursday pushed back against Senate Majority Leader Harry Reid's allegations that the presumptive GOP nominee has not been paying his taxes.
""It's time for Harry to put up or shut up,"" Romney said on Sean Hannity's radio show.",left
17165,Romney Releases Tax Details,"['Presidential Elections', 'Elections']",The Candidates And Their Taxes,NPR (Online News),"Two years of tax returns are now available for inspection for both GOP presidential candidate Mitt Romney and running mate Paul Ryan (although Romney's 2011 return is still preliminary), as well as a full 12 years for both President Obama and Vice President Joe Biden. Here's a side-by-side look at 2010 and 2011 returns for the candidates.",left
10864,McConnell Delays Healthcare Vote,"['US Senate', 'Politics']",Delaying the Senate health care vote likely won't solve the problem,CNN (Online News),")Senate Majority Leader Mitch McConnell bowed to political reality Tuesday afternoon: Postponing a planned vote this week on the Senate's health care bill, according to CNN.",left
10583,Harris Breaks Tie to Begin Senate Talks On COVID-19 Stimulus,"['Coronavirus', 'Coronavirus Stimulus', 'Kamala Harris', 'US Senate']","By slimmest of margins, Senate takes up $1.9T relief bill",Associated Press Fact Check,"The Senate voted by the slimmest of margins Thursday to begin debating a $1.9 trillion COVID-19 relief bill, after Democrats made eleventh-hour changes aimed at ensuring they could pull President Joe Biden’s top legislative priority through the precariously divided chamber.
Democrats were hoping for Senate approval of the package before next week, in time for the House to sign off and get the measure to Biden quickly. They were encountering opposition from Republicans arguing that the measure’s massive price tag ignored promising signs that the pandemic and wounded economy were...",left
1803,Will Biden Run in 2016?,"['Presidential Elections', 'Elections']","Parsing Biden's words: If Hillary runs, he won't",CNN (Online News),"Vice President Joe Biden sounded like someone who wants to be President when he spoke to CNN's ""New Day"" on Friday.
He talked about America's potential and its role as a global leader, as well as his commitment to helping the middle class. He never mentioned the overwhelming early favorite for the 2016 Democratic nomination -- former Secretary of State Hillary Clinton.
What would the Democrats do without Clinton in 2016?
Clearly Biden, the longtime sen",left
11758,Courting the Votes of Women,"['Presidential Elections', 'Elections']",Did Romney undo gains with women voters?,CNN (Online News),"Before Tuesday night's debate, polls showed Mitt Romney had gained ground with women voters.",left
14895,"Pelosi Recalls House, Calls On USPS Postmaster General to Testify","['Elections', 'Election 2020', 'Mail-In Voting', 'US House', 'Voting Rights And Voter Fraud']",Democrats say they are ramping up USPS investigation and call on top officials to testify,CNN (Online News),"(CNN) -- House Democrats said Sunday they are ""ramping up"" their investigation of the United States Postal Service as Democratic leaders, including House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer, called on Postmaster General Louis DeJoy and Chairman of the Postal Service Board of Governors Robert Duncan to testify.
Pelosi told House Democrats on Sunday evening she wanted the House to return this week to act on the issues regarding the USPS, she wrote in a letter.
""Lives, livelihoods and the life of our American Democracy are...",left
3248,High Turnout as Early Voting Begins in Georgia and Other States,"['2022 Elections', 'Elections', 'Voting Rights And Voter Fraud', '2022 Georgia Gubernatorial Election', '2022 Georgia Senate Election', 'Georgia', 'Stacey Abrams', 'Brian Kemp', 'Herschel Walker', 'Raphael Warnock']",Turnout on first day of Georgia early voting breaks midterm record,Atlanta Journal-Constitution,"The first day of early voting in Georgia set a midterm turnout record, with over 133,000 in-person voters casting their ballots, an early sign of strong interest in this year’s elections.
Turnout on Monday far exceeded the last midterms in 2018, when about 71,000 people showed up at the start of early voting, according to state election data.
The fast start put Georgia on pace to surpass the 3.9 million voters who cast ballots four years ago, though turnout appears unlikely to reach the 5 million voters who participated in the 2020...",left
8597,Book By John Bolton Alleges Trump Tied Aid To Investigations,"['John Bolton', 'Testimony', 'US Senate', 'Impeachment Trial', 'Impeachment', 'Politics']","John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",New York Times (News),"A president who has survived one revelation after another the last three years now faces perhaps the most serious disclosure of his political career at the very moment he is on trial in the Senate.
In another time, in another Washington, this might be the moment that changed the trajectory of the presidency. A former national security adviser confirms that the president, despite his denials, conditioned security aid to a war-torn ally on its cooperation against his domestic rivals, the issue at the heart of his ongoing impeachment trial.
At...",left
2376,McConnell Says He Hasn’t Spoken With Biden Since the Inauguration,"['Polarization', 'Mitch McConnell', 'Joe Biden', 'White House', 'US Senate', 'Bipartisanship']",McConnell complains Biden hasn’t spoken to him or invited him to White House since inauguration,The Independent,"Mitch McConnell complained during an interview on Wednesday that President Joe Biden has not spoken with him since the presidential inauguration.
In an appearance on Fox News, the Senate minority leader said he had not been invited to the White House so far during this administration, claiming that Democrats are not interested in acting in a bipartisan fashion.
Host Bill Hemmer asked when he had last spoken with the president, to which Mr McConnell replied: “I don’t believe I have spoken with him since he was sworn in. We had...",left
13138,"Why Didn't the ""Red Wave"" Materialize as Expected?","['2022 Elections', 'Republican Party', 'Democratic Party', 'Midterm Elections', 'Donald Trump', 'Ron DeSantis', 'Lindsey Graham', 'Polls', 'Voting']",Why the red wave didn’t come,Vox,"Democrats outperformed history and expectations with a surprisingly strong midterm elections performance Tuesday, with the promised red wave nowhere to be found.
The best news for the GOP is that they appear to be the favorites to narrowly retake the House of Representatives, though the outcomes of key races have not yet been called. Apart from that, the results so far are a litany of disappointments for Republicans.
In the Senate, the contests that will determine control — Georgia, Nevada, and Arizona — have not yet been called. But Democrats...",left
20683,House Passes Gun Bills Despite Likelihood of Failure in Senate,"['Politics', 'Gun Control And Gun Rights', 'US House', 'US Senate', 'Bipartisanship', 'Uvalde Shooting', 'Red Flag Laws', 'Assault Weapons']",US House passes gun control bill but it faces defeat in Senate,The Guardian,"The US House of Representatives has passed a wide-ranging gun control bill in response to recent mass shootings in Buffalo, New York and Uvalde, Texas, but the proposals have almost no chance of being approved by the Senate and becoming law.
The bill would raise the age limit for buying a semi-automatic rifle and prohibit the sale of ammunition magazines with a capacity of more than 15 rounds.
The legislation passed by a mostly party-line vote of 223-204. It has almost no chance of becoming law as the Senate pursues negotiations focused...",left
10021,Republican and Democratic Senators Exchange Endorsements Across Party Lines,"['Bridging Divides', 'Bipartisanship', 'Joe Manchin', 'Lisa Murkowski', 'Endorsements', '2022 Alaska Senate Election', 'Electoral Count Act', '2022 Elections']","Crossing party lines, Manchin endorses Murkowski for re-election",NBC News (Online),"Sen. Joe Manchin, D-W.Va., on Sunday endorsed the re-election campaign of his Republican colleague Lisa Murkowski of Alaska, who faces a tough challenger this year supported by former President Donald Trump.
""I'm endorsing my dear friend Lisa Murkowski,"" Manchin said on CNN's ""State of the Union."" ""Alaska could only be so lucky to have her continue to serve them.""
Murkowski returned the favor, saying she will endorse Manchin, who is up for re-election in 2024, if he decides to run.
The two moderate senators appeared on the show in a joint interview to promote bipartisanship...",left
4432,Calls Grow for Investigation Into Capitol Riot,"['US Congress', 'Capitol Chaos', 'Investigation', 'Politics']",Support grows for Capitol riot inquiry after Trump acquittal,Associated Press Fact Check,"After former President Donald Trump’s acquittal at his second Senate impeachment trial, bipartisan support appears to be growing for an independent Sept. 11-style commission into the deadly insurrection that took place at the U.S. Capitol.
Investigations into the riot were already planned, with Senate hearings scheduled later this month in the Senate Rules Committee. House Speaker Nancy Pelosi, D-Calif., has asked retired Army Lt. Gen. Russel Honoré to lead an immediate review of the Capitol’s security process.
Lawmakers from both parties, speaking on Sunday’s news shows, signaled that even more...",left
154,Biden Meeting with GOP Senators on Coronavirus Relief,"['Coronavirus', 'Coronavirus Stimulus', 'Joe Biden', 'Republican Party', 'US Senate', 'Budget Reconciliation']","Biden, GOP senators to discuss slimmed-down Covid relief bill pitch",NBC News (Online),"President Joe Biden has agreed to meet a group of 10 Republican senators who have proposed a slimmed-down coronavirus relief plan that they say can win bipartisan support.
The Republicans' proposed package is much smaller than Biden's $1.9 trillion proposal, and includes $160 billion for vaccines, $4 billion for health and substance abuse services, the continuation of current unemployment aid and unspecified ""targeted"" economic assistance and help for schools.
The invitation came late Sunday after the senators requested the meeting.
""We appreciate the president’s quick response to our letter, and...",left
6180,Trump Denies He Directed Michael Cohen To Break The Law,"['Campaign Finance', 'Elections']","Trump publicly breaks his silence after former ""fixer"" sentenced to 3 years in prison",CNN (Online News),"President Donald Trump publicly broke his silence Thursday morning on the sentencing of his former personal attorney and ""fixer"" Michael Cohen.",left
7169,FBI Director Wray Testifies About Capitol Breach,"['FBI', 'Capitol Chaos', 'Violence In America', 'Polarization', '2020 Election', 'Defense And Security']",The 5 biggest takeaways from FBI Director Christopher Wray's testimony about the Capitol insurrection,Insider,"During congressional testimony on Tuesday, FBI Director Christopher Wray defended the agency's actions leading up to the Capitol siege and said it sees the riot as an act of domestic terrorism.
Wray is among several current and former law enforcement officials who testified or are slated to testify before Congress about the siege and how to prevent such an event from happening again.
Here are the biggest takeaways from Wray's testimony before the Senate Judiciary Committee:
The FBI alerted law enforcement partners about the threat of violence before the siege
...",left
7985,House Approves Federal Decriminalization of Marijuana,"['Marijuana Legalization', 'US House', 'US Congress', 'Public Health']",House passes bill decriminalizing marijuana at federal level,CNN (Online News),"The House of Representatives has approved legislation that would decriminalize marijuana and seek to ""address the devastating injustices caused by the War on Drugs.""
Friday's vote in the Democratic-led House is the first time a chamber of Congress has voted on federal marijuana decriminalization. It has little chance of passing the Republican-led Senate, however.
The bill passed largely along party lines: 222 Democrats, five Republicans and Rep. Justin Amash, a libertarian, voted in support while 158 Republicans and six Democrats voted against.
The Republicans who voted for the bill are...",left
14956,Senate Democrats may curb filibuster rules,"['US Senate', 'Politics']",Senate Democrats Poised to Block Filibusters of Presidential Picks,New York Times (News),A vote on what is known on Capitol Hill as the nuclear option would further erode what little bipartisanship exists in the Senate.,left
20401,Electoral College Members Meet Today,"['Presidential Elections', 'Elections']",Why the Electoral College Will Rubber-Stamp Donald Trump,Daily Beast,"On Monday, members of the Electoral College are meeting in state capitals throughout the nation, with the expectation that they will follow tradition and formally make Donald Trump the next president of the United States.",left
2533,Amazon Workers On Staten Island Vote To Successfully Form Company's First Unionized US Warehouse,"['Amazon', 'Business', 'Economy And Jobs', 'Elections', 'Labor', 'Labor Organizing', 'Labor Unions', 'New York City', 'Technology', 'Unions']",Amazon workers in NYC vote to unionize in historic labor win,Associated Press,"Amazon workers in Staten Island, New York, voted to unionize on Friday, marking the first successful U.S. organizing effort in the retail giant’s history and handing an unexpected win to a nascent group that fueled the union drive.
Warehouse workers cast 2,654 votes — or about 55% — in favor of a union, giving the fledgling Amazon Labor Union enough support to pull off a victory. According to the National Labor Relations Board, which is overseeing the process, 2,131 workers — or 45% — rejected the union bid.
The 67...",left
5696,Primary Elections Show Trump’s Enduring Influence,"['2022 Elections', 'Donald Trump', 'Republican Party', 'Midterm Election', 'Mar-A-Lago Raid', 'January 6 Committee']",A Look at Trump’s Endorsement Record as the Primaries End,New York Times (News),"As the midterm primary season comes to an end, candidates endorsed by former President Donald J. Trump have continued to rack up wins, but with a handful of prominent losses.
Of the more than 200 Republicans Mr. Trump has backed this year, many ran unopposed or faced little-known opponents. He has also waited to make some endorsements until a front-runner emerged, as with his last-minute endorsement of Tudor Dixon for governor of Michigan.
Several of his candidates were defeated in early primaries, including in Georgia and North Carolina; more recently,...",left
11229,Polls after Debate,"['Presidential Elections', 'Elections']","Mitt Romney Surges In Some Polls, Lags In Others, As Manic Monday Messages Mix",HuffPost,"Call it Manic Monday. In one day, Gallup published results of a new national poll of registered voters showing both an even presidential race and a lead of five percentage points by President Barack Obama.",left
1088,House Passes Inflation Reduction Act in Party-Line Vote,"['Economy And Jobs', 'Politics', 'US House', 'US Congress', 'Climate Change', 'Healthcare', 'Taxes', 'Inflation', 'Inflation Reduction Act']","House passes Democrats' health care and climate bill, clearing measure for Biden's signature",CNN (Online News),"The House of Representatives voted Friday to pass Democrats' $750 billion health care, energy and climate bill, in a significant victory for President Joe Biden and his party.
Now that the Democratic-controlled House has approved the bill, it will next go to Biden to be signed into law.
Final passage of the bill marks a milestone for Democrats and gives the party a chance to achieve long-sought policy objectives ahead of the upcoming midterm elections. It comes at a critical time as Democrats are fighting to retain control of narrow...",left
13821,Justin Amash Launches Exploratory Committee for Presidential Run,"['Presidential Elections', '2020 Election', 'Libertarian Party', 'Justin Amash', 'Elections']",Justin Amash could have a big impact on the 2020 presidential race. But how?,Washington Post,"Rep. Justin Amash’s decision to form an exploratory committee for a run for president as the Libertarian Party candidate could wind up being a very significant moment in the 2020 race.
Exactly why and how, though, isn’t entirely clear.
Amash (I-Mich.) has been toying with a third-party run since a well-documented rift between him and the Republican Party, which he left symbolically on July 4. Amash was a founding member of the tea party-oriented House Freedom Caucus, but his politics have always skewed more libertarian, and he said he became...",left
15583,Senate Fails to Pass Coronavirus Stimulus Bill,"['US Senate', 'Stimulus Package', 'Coronavirus', 'Economy And Jobs']",Senate to resume talks on massive economic stimulus bill for the coronavirus after Democrats block vote on legislation,Washington Post,"Senate leaders and Trump administration officials are resuming talks Monday morning on a giant stimulus bill aimed at propping up an economy hard-hit by the coronavirus, after weekend negotiations failed to produce a deal.
Senate Democrats voted Sunday evening to block the bill from advancing, infuriating Republicans. Democrats have alleged the bill does too much to help prop up businesses without directing enough money to households, hospitals and health professionals. White House officials have acknowledged the unprecedented assistance the legislation would steer toward corporations but they have said this money...",left
10548,Gallup Names Donald Trump and Michelle Obama as 2020's Most Admired Man and Woman,"['Culture', 'Donald Trump', 'Barack Obama', 'Michelle Obama', 'Joe Biden', 'Anthony Fauci', 'Polls']",Trump Ends Obama’s 12-Year Reign as Most Admired Man in America: Gallup,Mediaite,"President Donald Trump is the most admired man in America.
That’s according to Gallup, which — on Tuesday — released its annual survey tracking the most admired man. Trump edged out former President Barack Obama for the honor, with 18 percent of respondents naming the current commander in chief as their pick, compared to 15 percent opting for his predecessor.
Ordinarily, the sitting president tends to perform very well in this poll. In the 74 years, Gallup has conducted its most admired survey, the current president has topped the list...",left
14209,One Week Until Midterm Elections,['Elections'],Why Dems are winning on minimum wage,Politico,"For Republicans this year, the minimum wage is the wedge issue from hell.",left
16674,Donald Behind in Poll,"['Presidential Elections', 'Elections']","Donald Trump, Seeing Himself Behind in Polls, Says He Hasn’t ‘Started Yet’",New York Times (News),"Donald J. Trump rarely, if ever, acknowledges he might be losing at anything. He expressed bewilderment at a poll during the primary race that showed him behind in the Iowa caucuses. He often invokes unscientific polls as examples of his strength, and mentions surveys that have questionable methodology.",left
18382,"Second Whistleblower Emerges in Trump-Ukraine Controversy, According to Attorneys of First","['Donald Trump', 'Ukraine', 'Ukraine Phone Call', 'Whistleblower', 'US Congress', 'Impeachment Inquiry', 'White House', 'Politics']",2nd whistleblower comes forward after speaking with IG: Attorney,ABC News (Online),"Mark Zaid, the attorney representing the whistleblower who sounded the alarm on President Donald Trump's dealings with Ukraine and triggered an impeachment inquiry, tells ABC News that he is now representing a second whistleblower who has spoken with the inspector general.
Zaid tells ABC News' Chief Anchor George Stephanopoulos that the second person -- also described as an intelligence official -- has first-hand knowledge of some of the allegations outlined in the original complaint and has been interviewed by the head of the intelligence community's internal watchdog office, Michael Atkinson....",left
12981,"Senate GOP Blocks Vote on $2,000 Stimulus Checks","['US Senate', 'Stimulus Checks', 'Mitch McConnell', 'Politics']","There is no sign that a bill on $2,000 checks is going to get a vote in the Senate",CNN (Online News),"Things are going to drag on in the Senate for a few days.
Bottom line: There is absolutely no sign right now that a standalone bill on $2,000 checks is going to get a vote on the Senate floor. It looks like McConnell is simply going to run out the clock. There were several opportunities on Tuesday when McConnell could have made that assurance or let Democrats pass the bill with a unanimous consent agreement that would have shielded his members from having to take a potentially tough vote.
McConnell...",left
14519,Obama and the Mid Term Elections,['Elections'],OPINION: Can Democrats hold the Senate by running away from Obama — and their own records?,Washington Post,Running away from an unpopular president of your own party is a time-honored tactic in midterm elections. The problem is that it rarely works.,left
10609,Political Attacks in SC,"['Presidential Elections', 'Elections']","In GOP Primary, South Carolina Lives Up to Mudslinging Reputation",Wall Street Journal (News),"The South Carolina Republican primary is closing with a flurry of accusations and gripes about underhanded campaign tactics in a state renowned for being a breeding ground for political dirty tricks.
Donald Trump is charging Ted Cruz with handing out “voter violation” forms to fool peop",center
4386,Georgia Is Headed to a Senate Runoff. What Happens Next?,"['2022 Elections', '2022 Georgia Senate Election', 'Raphael Warnock', 'Herschel Walker', 'Elections', 'Voting Rights And Voter Fraud', 'Georgia Senate Runoff', 'Politics', 'Libertarians']","Pivotal Georgia Senate race between Warnock and Walker headed to a runoff, secretary of state says",CNBC,"The hotly contested Georgia Senate race will head to a runoff between Democratic Sen. Raphael Warnock and Republican former NFL player Herschel Walker, Secretary of State Brad Raffensperger said.
Neither candidate will garner the 50% of the vote needed to clinch the seat outright under state rules. The two Senate hopefuls will head to a Dec. 6 runoff.
“Right now we have less than 20,000 total votes still out to be counted. That’s not enough to change the race. So this is headed for a runoff,” Raffensperger said Wednesday morning on...",center
13416,"NYT, CNN Reports Say Trump Pressed to Seize Voting Machines After 2020 Election","['Elections', '2020 Election', 'Donald Trump', 'Voting Rights And Voter Fraud']",Trump directly involved in plans to seize voting machines -reports,Reuters,"Then-President Donald Trump was directly involved in efforts to use national security agencies to seize voting machines after his 2020 election loss, pressing his lawyer to make queries as advisers drafted two versions of a related executive order, media reports said.
The New York Times, citing three people familiar with the matter, reported on Monday that Trump directed Rudy Giuliani to call the Department of Homeland Security (DHS) to determine whether it could legally take control of voting machines in key swing states.
That effort came amid two previously reported...",center
19346,Analysis of Yesterday’s Gubernatorial Races,['Elections'],OPINION: Ed Gillespie transformed for the worse in Virginia race,Guest Writer,"Tuesday, Republican gubernatorial candidate Ed Gillespie suffered a crushing defeat at the hands of Democratic Virginia Lt. Governor, Ralph Northam, and in doing so underperformed President Trump who lost the state to Hillary Clinton by 5 percentage points in 2016. Given Gillespie’s fearmongering, imitation-Trump campaign, this was a good outcome for Virginia, the nation, and, in the long-run, the GOP.",center
5623,House Democrat to Investigate Mike Pompeo's RNC Speech,"['US House', 'Democratic Party', 'Republican Party', 'Mike Pompeo', 'Secretary Of State', 'Elecitons', '2020 Election', 'Politics']",House panel to investigate Pompeo's GOP convention speech,The Hill,"A House Democrat announced Tuesday that he is launching an investigation into Secretary of State Mike Pompeo’s expected speech to the Republican National Convention, raising concerns that the move is an illegal violation of the Hatch Act and a breach of State Department regulations.
Rep. Joaquin Castro (D-Texas), chairman of the House Foreign Affairs panel's subcommittee on oversight and investigations, raised his concerns in a letter to Deputy Secretary of State Stephen Biegun and requested information on the secretary’s planned remarks.",center
14424,Will the Senate Pass the Same-Sex Marriage Bill?,"['US Senate', 'Same-Sex Marriage', 'Respect For Marriage Act', 'Federal State And Tribal Powers', 'LGBTQ Issues']",Here are the key Senate Republican votes on legislation to protect gay marriage,The Hill,"Senate Republicans are keeping their distance from a House-passed bill to protect same-sex marriage, even though polls show a majority of Republicans support it and the measure passed overwhelmingly in the lower chamber with 47 House GOP votes.
So far only three Senate Republicans say they will support the measure and a fourth, Sen. Lisa Murkowski (Alaska), says she supports marriage equality generally but needs to look at the legislation more closely.  
“I have long made known public my support for marriage equality,” she said, explaining that she hasn’t had a...",center
